Bank Account,Date,Narrative,Debit Amount,Credit Amount,Balance,Categories,Serial
099999123453,30/01/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260130-EMP-GRACE-HIG,438.46,,261786.08,SUPER,SUPER-PAY-20260130-EMP-GRACE-HIG
099999123453,30/01/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260130-EMP-BEN-BUILDER,140.65,,262224.54,SUPER,SUPER-PAY-20260130-EMP-BEN-BUILDER
099999123453,30/01/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260130-EMP-AMARA-ENGINEER,207.69,,262365.19,SUPER,SUPER-PAY-20260130-EMP-AMARA-ENGINEER
099999123453,30/01/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260130-EMP-NINA-SALES,896.90,,262572.88,PAYROLL,PAYNET-PAY-20260130-EMP-NINA-SALES
099999123453,30/01/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260130-EMP-GRACE-HIG,2449.85,,263469.78,PAYROLL,PAYNET-PAY-20260130-EMP-GRACE-HIG
099999123453,30/01/2026,PAYROLL NET WAGE Ben Builder PAY-20260130-EMP-BEN-BUILDER,966.10,,265919.63,PAYROLL,PAYNET-PAY-20260130-EMP-BEN-BUILDER
099999123453,30/01/2026,PAYROLL NET WAGE Amara Engineer PAY-20260130-EMP-AMARA-ENGINEER,1326.77,,266885.73,PAYROLL,PAYNET-PAY-20260130-EMP-AMARA-ENGINEER
099999123453,30/01/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260130-EMP-NINA-SALES,175.00,,268212.50,PAYROLL_TAX,PAYG-PAY-20260130-EMP-NINA-SALES
099999123453,30/01/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260130-EMP-GRACE-HIG,1204.00,,268387.50,PAYROLL_TAX,PAYG-PAY-20260130-EMP-GRACE-HIG
099999123453,30/01/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260130-EMP-BEN-BUILDER,206.00,,269591.50,PAYROLL_TAX,PAYG-PAY-20260130-EMP-BEN-BUILDER
099999123453,30/01/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260130-EMP-AMARA-ENGINEER,404.00,,269797.50,PAYROLL_TAX,PAYG-PAY-20260130-EMP-AMARA-ENGINEER
099999123453,25/01/2026,WITHDRAWAL-OSKO PAYMENT Liam Surveying Contractors Pty Ltd CONTRACT-202601,3520.00,,270201.50,PAYMENT,BTP-000027
099999123453,23/01/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260123-EMP-NINA-SALES,128.63,,273721.50,SUPER,SUPER-PAY-20260123-EMP-NINA-SALES
099999123453,23/01/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260123-EMP-GRACE-HIG,438.46,,273850.13,SUPER,SUPER-PAY-20260123-EMP-GRACE-HIG
099999123453,23/01/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260123-EMP-BEN-BUILDER,140.65,,274288.59,SUPER,SUPER-PAY-20260123-EMP-BEN-BUILDER
099999123453,23/01/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260123-EMP-AMARA-ENGINEER,207.69,,274429.24,SUPER,SUPER-PAY-20260123-EMP-AMARA-ENGINEER
099999123453,23/01/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260123-EMP-NINA-SALES,896.90,,274636.93,PAYROLL,PAYNET-PAY-20260123-EMP-NINA-SALES
099999123453,23/01/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260123-EMP-GRACE-HIG,2449.85,,275533.83,PAYROLL,PAYNET-PAY-20260123-EMP-GRACE-HIG
099999123453,23/01/2026,PAYROLL NET WAGE Ben Builder PAY-20260123-EMP-BEN-BUILDER,980.10,,277983.68,PAYROLL,PAYNET-PAY-20260123-EMP-BEN-BUILDER
099999123453,23/01/2026,PAYROLL NET WAGE Amara Engineer PAY-20260123-EMP-AMARA-ENGINEER,1326.77,,278963.78,PAYROLL,PAYNET-PAY-20260123-EMP-AMARA-ENGINEER
099999123453,23/01/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260123-EMP-NINA-SALES,175.00,,280290.55,PAYROLL_TAX,PAYG-PAY-20260123-EMP-NINA-SALES
099999123453,23/01/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260123-EMP-GRACE-HIG,1204.00,,280465.55,PAYROLL_TAX,PAYG-PAY-20260123-EMP-GRACE-HIG
099999123453,23/01/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260123-EMP-BEN-BUILDER,211.00,,281669.55,PAYROLL_TAX,PAYG-PAY-20260123-EMP-BEN-BUILDER
099999123453,23/01/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260123-EMP-AMARA-ENGINEER,404.00,,281880.55,PAYROLL_TAX,PAYG-PAY-20260123-EMP-AMARA-ENGINEER
099999123453,22/01/2026,WITHDRAWAL-OSKO PAYMENT Cloud Software Vendors SOFT-202601,1595.00,,282284.55,PAYMENT,BTP-000026
099999123453,18/01/2026,DEPOSIT OSKO PAYMENT Project Client B INV-007,,85525.00,283879.55,DEP,BTR-000007
099999123453,16/01/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260116-EMP-NINA-SALES,128.63,,198354.55,SUPER,SUPER-PAY-20260116-EMP-NINA-SALES
099999123453,16/01/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260116-EMP-GRACE-HIG,438.46,,198483.18,SUPER,SUPER-PAY-20260116-EMP-GRACE-HIG
099999123453,16/01/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260116-EMP-BEN-BUILDER,140.65,,198921.64,SUPER,SUPER-PAY-20260116-EMP-BEN-BUILDER
099999123453,16/01/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260116-EMP-AMARA-ENGINEER,207.69,,199062.29,SUPER,SUPER-PAY-20260116-EMP-AMARA-ENGINEER
099999123453,16/01/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260116-EMP-NINA-SALES,896.90,,199269.98,PAYROLL,PAYNET-PAY-20260116-EMP-NINA-SALES
099999123453,16/01/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260116-EMP-GRACE-HIG,2449.85,,200166.88,PAYROLL,PAYNET-PAY-20260116-EMP-GRACE-HIG
099999123453,16/01/2026,PAYROLL NET WAGE Ben Builder PAY-20260116-EMP-BEN-BUILDER,966.10,,202616.73,PAYROLL,PAYNET-PAY-20260116-EMP-BEN-BUILDER
099999123453,16/01/2026,PAYROLL NET WAGE Amara Engineer PAY-20260116-EMP-AMARA-ENGINEER,1326.77,,203582.83,PAYROLL,PAYNET-PAY-20260116-EMP-AMARA-ENGINEER
099999123453,16/01/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260116-EMP-NINA-SALES,175.00,,204909.60,PAYROLL_TAX,PAYG-PAY-20260116-EMP-NINA-SALES
099999123453,16/01/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260116-EMP-GRACE-HIG,1204.00,,205084.60,PAYROLL_TAX,PAYG-PAY-20260116-EMP-GRACE-HIG
099999123453,16/01/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260116-EMP-BEN-BUILDER,206.00,,206288.60,PAYROLL_TAX,PAYG-PAY-20260116-EMP-BEN-BUILDER
099999123453,16/01/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260116-EMP-AMARA-ENGINEER,404.00,,206494.60,PAYROLL_TAX,PAYG-PAY-20260116-EMP-AMARA-ENGINEER
099999123453,16/01/2026,WITHDRAWAL-OSKO PAYMENT Harbour Property Trust RENT-202601,10120.00,,206898.60,PAYMENT,BTP-000025
099999123453,09/01/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260109-EMP-NINA-SALES,128.63,,217018.60,SUPER,SUPER-PAY-20260109-EMP-NINA-SALES
099999123453,09/01/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260109-EMP-GRACE-HIG,438.46,,217147.23,SUPER,SUPER-PAY-20260109-EMP-GRACE-HIG
099999123453,09/01/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260109-EMP-BEN-BUILDER,140.65,,217585.69,SUPER,SUPER-PAY-20260109-EMP-BEN-BUILDER
099999123453,09/01/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260109-EMP-AMARA-ENGINEER,207.69,,217726.34,SUPER,SUPER-PAY-20260109-EMP-AMARA-ENGINEER
099999123453,09/01/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260109-EMP-NINA-SALES,896.90,,217934.03,PAYROLL,PAYNET-PAY-20260109-EMP-NINA-SALES
099999123453,09/01/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260109-EMP-GRACE-HIG,2449.85,,218830.93,PAYROLL,PAYNET-PAY-20260109-EMP-GRACE-HIG
099999123453,09/01/2026,PAYROLL NET WAGE Ben Builder PAY-20260109-EMP-BEN-BUILDER,966.10,,221280.78,PAYROLL,PAYNET-PAY-20260109-EMP-BEN-BUILDER
099999123453,09/01/2026,PAYROLL NET WAGE Amara Engineer PAY-20260109-EMP-AMARA-ENGINEER,1326.77,,222246.88,PAYROLL,PAYNET-PAY-20260109-EMP-AMARA-ENGINEER
099999123453,09/01/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260109-EMP-NINA-SALES,175.00,,223573.65,PAYROLL_TAX,PAYG-PAY-20260109-EMP-NINA-SALES
099999123453,09/01/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260109-EMP-GRACE-HIG,1204.00,,223748.65,PAYROLL_TAX,PAYG-PAY-20260109-EMP-GRACE-HIG
099999123453,09/01/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260109-EMP-BEN-BUILDER,206.00,,224952.65,PAYROLL_TAX,PAYG-PAY-20260109-EMP-BEN-BUILDER
099999123453,09/01/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260109-EMP-AMARA-ENGINEER,404.00,,225158.65,PAYROLL_TAX,PAYG-PAY-20260109-EMP-AMARA-ENGINEER
099999123453,03/01/2026,WITHDRAWAL-OSKO PAYMENT Bank BANKFEE-202512,35.00,,225562.65,PAYMENT,BTP-000024
099999123453,02/01/2026,SUPER CLEARING HOUSE Nina Sales Representative PAY-20260102-EMP-NINA-SALES,272.63,,225597.65,SUPER,SUPER-PAY-20260102-EMP-NINA-SALES
099999123453,02/01/2026,SUPER CLEARING HOUSE Grace High Income QA PAY-20260102-EMP-GRACE-HIG,438.46,,225870.28,SUPER,SUPER-PAY-20260102-EMP-GRACE-HIG
099999123453,02/01/2026,SUPER CLEARING HOUSE Ben Builder PAY-20260102-EMP-BEN-BUILDER,140.65,,226308.74,SUPER,SUPER-PAY-20260102-EMP-BEN-BUILDER
099999123453,02/01/2026,SUPER CLEARING HOUSE Amara Engineer PAY-20260102-EMP-AMARA-ENGINEER,207.69,,226449.39,SUPER,SUPER-PAY-20260102-EMP-AMARA-ENGINEER
099999123453,02/01/2026,PAYROLL NET WAGE Nina Sales Representative PAY-20260102-EMP-NINA-SALES,1666.90,,226657.08,PAYROLL,PAYNET-PAY-20260102-EMP-NINA-SALES
099999123453,02/01/2026,PAYROLL NET WAGE Grace High Income QA PAY-20260102-EMP-GRACE-HIG,2449.85,,228323.98,PAYROLL,PAYNET-PAY-20260102-EMP-GRACE-HIG
099999123453,02/01/2026,PAYROLL NET WAGE Ben Builder PAY-20260102-EMP-BEN-BUILDER,966.10,,230773.83,PAYROLL,PAYNET-PAY-20260102-EMP-BEN-BUILDER
099999123453,02/01/2026,PAYROLL NET WAGE Amara Engineer PAY-20260102-EMP-AMARA-ENGINEER,1326.77,,231739.93,PAYROLL,PAYNET-PAY-20260102-EMP-AMARA-ENGINEER
099999123453,02/01/2026,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20260102-EMP-NINA-SALES,605.00,,233066.70,PAYROLL_TAX,PAYG-PAY-20260102-EMP-NINA-SALES
099999123453,02/01/2026,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20260102-EMP-GRACE-HIG,1204.00,,233671.70,PAYROLL_TAX,PAYG-PAY-20260102-EMP-GRACE-HIG
099999123453,02/01/2026,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20260102-EMP-BEN-BUILDER,206.00,,234875.70,PAYROLL_TAX,PAYG-PAY-20260102-EMP-BEN-BUILDER
099999123453,02/01/2026,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20260102-EMP-AMARA-ENGINEER,404.00,,235081.70,PAYROLL_TAX,PAYG-PAY-20260102-EMP-AMARA-ENGINEER
099999123453,26/12/2025,SUPER CLEARING HOUSE Nina Sales Representative PAY-20251226-EMP-NINA-SALES,128.63,,235485.70,SUPER,SUPER-PAY-20251226-EMP-NINA-SALES
099999123453,26/12/2025,SUPER CLEARING HOUSE Grace High Income QA PAY-20251226-EMP-GRACE-HIG,438.46,,235614.33,SUPER,SUPER-PAY-20251226-EMP-GRACE-HIG
099999123453,26/12/2025,SUPER CLEARING HOUSE Ben Builder PAY-20251226-EMP-BEN-BUILDER,140.65,,236052.79,SUPER,SUPER-PAY-20251226-EMP-BEN-BUILDER
099999123453,26/12/2025,SUPER CLEARING HOUSE Amara Engineer PAY-20251226-EMP-AMARA-ENGINEER,207.69,,236193.44,SUPER,SUPER-PAY-20251226-EMP-AMARA-ENGINEER
099999123453,26/12/2025,PAYROLL NET WAGE Nina Sales Representative PAY-20251226-EMP-NINA-SALES,896.90,,236401.13,PAYROLL,PAYNET-PAY-20251226-EMP-NINA-SALES
099999123453,26/12/2025,PAYROLL NET WAGE Grace High Income QA PAY-20251226-EMP-GRACE-HIG,2449.85,,237298.03,PAYROLL,PAYNET-PAY-20251226-EMP-GRACE-HIG
099999123453,26/12/2025,PAYROLL NET WAGE Ben Builder PAY-20251226-EMP-BEN-BUILDER,966.10,,239747.88,PAYROLL,PAYNET-PAY-20251226-EMP-BEN-BUILDER
099999123453,26/12/2025,PAYROLL NET WAGE Amara Engineer PAY-20251226-EMP-AMARA-ENGINEER,1326.77,,240713.98,PAYROLL,PAYNET-PAY-20251226-EMP-AMARA-ENGINEER
099999123453,26/12/2025,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20251226-EMP-NINA-SALES,175.00,,242040.75,PAYROLL_TAX,PAYG-PAY-20251226-EMP-NINA-SALES
099999123453,26/12/2025,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20251226-EMP-GRACE-HIG,1204.00,,242215.75,PAYROLL_TAX,PAYG-PAY-20251226-EMP-GRACE-HIG
099999123453,26/12/2025,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20251226-EMP-BEN-BUILDER,206.00,,243419.75,PAYROLL_TAX,PAYG-PAY-20251226-EMP-BEN-BUILDER
099999123453,26/12/2025,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20251226-EMP-AMARA-ENGINEER,404.00,,243625.75,PAYROLL_TAX,PAYG-PAY-20251226-EMP-AMARA-ENGINEER
099999123453,25/12/2025,WITHDRAWAL-OSKO PAYMENT Liam Surveying Contractors Pty Ltd CONTRACT-202512,3520.00,,244029.75,PAYMENT,BTP-000023
099999123453,22/12/2025,WITHDRAWAL-OSKO PAYMENT Cloud Software Vendors SOFT-202512,1595.00,,247549.75,PAYMENT,BTP-000022
099999123453,19/12/2025,SUPER CLEARING HOUSE Nina Sales Representative PAY-20251219-EMP-NINA-SALES,128.63,,249144.75,SUPER,SUPER-PAY-20251219-EMP-NINA-SALES
099999123453,19/12/2025,SUPER CLEARING HOUSE Grace High Income QA PAY-20251219-EMP-GRACE-HIG,438.46,,249273.38,SUPER,SUPER-PAY-20251219-EMP-GRACE-HIG
099999123453,19/12/2025,SUPER CLEARING HOUSE Ben Builder PAY-20251219-EMP-BEN-BUILDER,140.65,,249711.84,SUPER,SUPER-PAY-20251219-EMP-BEN-BUILDER
099999123453,19/12/2025,SUPER CLEARING HOUSE Amara Engineer PAY-20251219-EMP-AMARA-ENGINEER,207.69,,249852.49,SUPER,SUPER-PAY-20251219-EMP-AMARA-ENGINEER
099999123453,19/12/2025,PAYROLL NET WAGE Nina Sales Representative PAY-20251219-EMP-NINA-SALES,896.90,,250060.18,PAYROLL,PAYNET-PAY-20251219-EMP-NINA-SALES
099999123453,19/12/2025,PAYROLL NET WAGE Grace High Income QA PAY-20251219-EMP-GRACE-HIG,2449.85,,250957.08,PAYROLL,PAYNET-PAY-20251219-EMP-GRACE-HIG
099999123453,19/12/2025,PAYROLL NET WAGE Ben Builder PAY-20251219-EMP-BEN-BUILDER,980.10,,253406.93,PAYROLL,PAYNET-PAY-20251219-EMP-BEN-BUILDER
099999123453,19/12/2025,PAYROLL NET WAGE Amara Engineer PAY-20251219-EMP-AMARA-ENGINEER,1326.77,,254387.03,PAYROLL,PAYNET-PAY-20251219-EMP-AMARA-ENGINEER
099999123453,19/12/2025,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20251219-EMP-NINA-SALES,175.00,,255713.80,PAYROLL_TAX,PAYG-PAY-20251219-EMP-NINA-SALES
099999123453,19/12/2025,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20251219-EMP-GRACE-HIG,1204.00,,255888.80,PAYROLL_TAX,PAYG-PAY-20251219-EMP-GRACE-HIG
099999123453,19/12/2025,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20251219-EMP-BEN-BUILDER,211.00,,257092.80,PAYROLL_TAX,PAYG-PAY-20251219-EMP-BEN-BUILDER
099999123453,19/12/2025,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20251219-EMP-AMARA-ENGINEER,404.00,,257303.80,PAYROLL_TAX,PAYG-PAY-20251219-EMP-AMARA-ENGINEER
099999123453,18/12/2025,DEPOSIT OSKO PAYMENT Project Client A INV-006,,85250.00,257707.80,DEP,BTR-000006
099999123453,16/12/2025,WITHDRAWAL-OSKO PAYMENT Harbour Property Trust RENT-202512,10120.00,,172457.80,PAYMENT,BTP-000021
099999123453,12/12/2025,SUPER CLEARING HOUSE Nina Sales Representative PAY-20251212-EMP-NINA-SALES,128.63,,182577.80,SUPER,SUPER-PAY-20251212-EMP-NINA-SALES
099999123453,12/12/2025,SUPER CLEARING HOUSE Grace High Income QA PAY-20251212-EMP-GRACE-HIG,438.46,,182706.43,SUPER,SUPER-PAY-20251212-EMP-GRACE-HIG
099999123453,12/12/2025,SUPER CLEARING HOUSE Ben Builder PAY-20251212-EMP-BEN-BUILDER,140.65,,183144.89,SUPER,SUPER-PAY-20251212-EMP-BEN-BUILDER
099999123453,12/12/2025,SUPER CLEARING HOUSE Amara Engineer PAY-20251212-EMP-AMARA-ENGINEER,207.69,,183285.54,SUPER,SUPER-PAY-20251212-EMP-AMARA-ENGINEER
099999123453,12/12/2025,PAYROLL NET WAGE Nina Sales Representative PAY-20251212-EMP-NINA-SALES,896.90,,183493.23,PAYROLL,PAYNET-PAY-20251212-EMP-NINA-SALES
099999123453,12/12/2025,PAYROLL NET WAGE Grace High Income QA PAY-20251212-EMP-GRACE-HIG,2449.85,,184390.13,PAYROLL,PAYNET-PAY-20251212-EMP-GRACE-HIG
099999123453,12/12/2025,PAYROLL NET WAGE Ben Builder PAY-20251212-EMP-BEN-BUILDER,966.10,,186839.98,PAYROLL,PAYNET-PAY-20251212-EMP-BEN-BUILDER
099999123453,12/12/2025,PAYROLL NET WAGE Amara Engineer PAY-20251212-EMP-AMARA-ENGINEER,1326.77,,187806.08,PAYROLL,PAYNET-PAY-20251212-EMP-AMARA-ENGINEER
099999123453,12/12/2025,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20251212-EMP-NINA-SALES,175.00,,189132.85,PAYROLL_TAX,PAYG-PAY-20251212-EMP-NINA-SALES
099999123453,12/12/2025,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20251212-EMP-GRACE-HIG,1204.00,,189307.85,PAYROLL_TAX,PAYG-PAY-20251212-EMP-GRACE-HIG
099999123453,12/12/2025,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20251212-EMP-BEN-BUILDER,206.00,,190511.85,PAYROLL_TAX,PAYG-PAY-20251212-EMP-BEN-BUILDER
099999123453,12/12/2025,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20251212-EMP-AMARA-ENGINEER,404.00,,190717.85,PAYROLL_TAX,PAYG-PAY-20251212-EMP-AMARA-ENGINEER
099999123453,05/12/2025,SUPER CLEARING HOUSE Nina Sales Representative PAY-20251205-EMP-NINA-SALES,272.63,,191121.85,SUPER,SUPER-PAY-20251205-EMP-NINA-SALES
099999123453,05/12/2025,SUPER CLEARING HOUSE Grace High Income QA PAY-20251205-EMP-GRACE-HIG,438.46,,191394.48,SUPER,SUPER-PAY-20251205-EMP-GRACE-HIG
099999123453,05/12/2025,SUPER CLEARING HOUSE Ben Builder PAY-20251205-EMP-BEN-BUILDER,140.65,,191832.94,SUPER,SUPER-PAY-20251205-EMP-BEN-BUILDER
099999123453,05/12/2025,SUPER CLEARING HOUSE Amara Engineer PAY-20251205-EMP-AMARA-ENGINEER,207.69,,191973.59,SUPER,SUPER-PAY-20251205-EMP-AMARA-ENGINEER
099999123453,05/12/2025,PAYROLL NET WAGE Nina Sales Representative PAY-20251205-EMP-NINA-SALES,1666.90,,192181.28,PAYROLL,PAYNET-PAY-20251205-EMP-NINA-SALES
099999123453,05/12/2025,PAYROLL NET WAGE Grace High Income QA PAY-20251205-EMP-GRACE-HIG,2449.85,,193848.18,PAYROLL,PAYNET-PAY-20251205-EMP-GRACE-HIG
099999123453,05/12/2025,PAYROLL NET WAGE Ben Builder PAY-20251205-EMP-BEN-BUILDER,966.10,,196298.03,PAYROLL,PAYNET-PAY-20251205-EMP-BEN-BUILDER
099999123453,05/12/2025,PAYROLL NET WAGE Amara Engineer PAY-20251205-EMP-AMARA-ENGINEER,1326.77,,197264.13,PAYROLL,PAYNET-PAY-20251205-EMP-AMARA-ENGINEER
099999123453,05/12/2025,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20251205-EMP-NINA-SALES,605.00,,198590.90,PAYROLL_TAX,PAYG-PAY-20251205-EMP-NINA-SALES
099999123453,05/12/2025,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20251205-EMP-GRACE-HIG,1204.00,,199195.90,PAYROLL_TAX,PAYG-PAY-20251205-EMP-GRACE-HIG
099999123453,05/12/2025,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20251205-EMP-BEN-BUILDER,206.00,,200399.90,PAYROLL_TAX,PAYG-PAY-20251205-EMP-BEN-BUILDER
099999123453,05/12/2025,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20251205-EMP-AMARA-ENGINEER,404.00,,200605.90,PAYROLL_TAX,PAYG-PAY-20251205-EMP-AMARA-ENGINEER
099999123453,04/12/2025,WITHDRAWAL-OSKO PAYMENT Bank BANKFEE-202511,35.00,,201009.90,PAYMENT,BTP-000020
099999123453,28/11/2025,SUPER CLEARING HOUSE Nina Sales Representative PAY-20251128-EMP-NINA-SALES,128.63,,201044.90,SUPER,SUPER-PAY-20251128-EMP-NINA-SALES
099999123453,28/11/2025,SUPER CLEARING HOUSE Grace High Income QA PAY-20251128-EMP-GRACE-HIG,438.46,,201173.53,SUPER,SUPER-PAY-20251128-EMP-GRACE-HIG
099999123453,28/11/2025,SUPER CLEARING HOUSE Ben Builder PAY-20251128-EMP-BEN-BUILDER,140.65,,201611.99,SUPER,SUPER-PAY-20251128-EMP-BEN-BUILDER
099999123453,28/11/2025,SUPER CLEARING HOUSE Amara Engineer PAY-20251128-EMP-AMARA-ENGINEER,207.69,,201752.64,SUPER,SUPER-PAY-20251128-EMP-AMARA-ENGINEER
099999123453,28/11/2025,PAYROLL NET WAGE Nina Sales Representative PAY-20251128-EMP-NINA-SALES,896.90,,201960.33,PAYROLL,PAYNET-PAY-20251128-EMP-NINA-SALES
099999123453,28/11/2025,PAYROLL NET WAGE Grace High Income QA PAY-20251128-EMP-GRACE-HIG,2449.85,,202857.23,PAYROLL,PAYNET-PAY-20251128-EMP-GRACE-HIG
099999123453,28/11/2025,PAYROLL NET WAGE Ben Builder PAY-20251128-EMP-BEN-BUILDER,966.10,,205307.08,PAYROLL,PAYNET-PAY-20251128-EMP-BEN-BUILDER
099999123453,28/11/2025,PAYROLL NET WAGE Amara Engineer PAY-20251128-EMP-AMARA-ENGINEER,1326.77,,206273.18,PAYROLL,PAYNET-PAY-20251128-EMP-AMARA-ENGINEER
099999123453,28/11/2025,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20251128-EMP-NINA-SALES,175.00,,207599.95,PAYROLL_TAX,PAYG-PAY-20251128-EMP-NINA-SALES
099999123453,28/11/2025,PAYG WITHHOLDING REMITTANCE ATO Grace High Income QA PAY-20251128-EMP-GRACE-HIG,1204.00,,207774.95,PAYROLL_TAX,PAYG-PAY-20251128-EMP-GRACE-HIG
099999123453,28/11/2025,PAYG WITHHOLDING REMITTANCE ATO Ben Builder PAY-20251128-EMP-BEN-BUILDER,206.00,,208978.95,PAYROLL_TAX,PAYG-PAY-20251128-EMP-BEN-BUILDER
099999123453,28/11/2025,PAYG WITHHOLDING REMITTANCE ATO Amara Engineer PAY-20251128-EMP-AMARA-ENGINEER,404.00,,209184.95,PAYROLL_TAX,PAYG-PAY-20251128-EMP-AMARA-ENGINEER
099999123453,25/11/2025,WITHDRAWAL-OSKO PAYMENT Liam Surveying Contractors Pty Ltd CONTRACT-202511,3520.00,,209588.95,PAYMENT,BTP-000019
099999123453,22/11/2025,WITHDRAWAL-OSKO PAYMENT Cloud Software Vendors SOFT-202511,1595.00,,213108.95,PAYMENT,BTP-000018
099999123453,21/11/2025,SUPER CLEARING HOUSE Nina Sales Representative PAY-20251121-EMP-NINA-SALES,128.63,,214703.95,SUPER,SUPER-PAY-20251121-EMP-NINA-SALES
099999123453,21/11/2025,SUPER CLEARING HOUSE Grace High Income QA PAY-20251121-EMP-GRACE-HIG,438.46,,214832.58,SUPER,SUPER-PAY-20251121-EMP-GRACE-HIG
099999123453,21/11/2025,SUPER CLEARING HOUSE Ben Builder PAY-20251121-EMP-BEN-BUILDER,140.65,,215271.04,SUPER,SUPER-PAY-20251121-EMP-BEN-BUILDER
099999123453,21/11/2025,SUPER CLEARING HOUSE Amara Engineer PAY-20251121-EMP-AMARA-ENGINEER,207.69,,215411.69,SUPER,SUPER-PAY-20251121-EMP-AMARA-ENGINEER
099999123453,21/11/2025,PAYROLL NET WAGE Nina Sales Representative PAY-20251121-EMP-NINA-SALES,896.90,,215619.38,PAYROLL,PAYNET-PAY-20251121-EMP-NINA-SALES
099999123453,21/11/2025,PAYROLL NET WAGE Grace High Income QA PAY-20251121-EMP-GRACE-HIG,2449.85,,216516.28,PAYROLL,PAYNET-PAY-20251121-EMP-GRACE-HIG
099999123453,21/11/2025,PAYROLL NET WAGE Ben Builder PAY-20251121-EMP-BEN-BUILDER,966.10,,218966.13,PAYROLL,PAYNET-PAY-20251121-EMP-BEN-BUILDER
099999123453,21/11/2025,PAYROLL NET WAGE Amara Engineer PAY-20251121-EMP-AMARA-ENGINEER,1326.77,,219932.23,PAYROLL,PAYNET-PAY-20251121-EMP-AMARA-ENGINEER
099999123453,21/11/2025,PAYG WITHHOLDING REMITTANCE ATO Nina Sales Representative PAY-20251121-EMP-NINA-SALES,175.00,,221259.00,PAYROLL_TAX,PAYG-PAY-20251121-EMP-NINA-SALES
