PayRunID,EmployeeID,EmployeeName,PayDate,Frequency,GrossPay,PAYGWithholding,NetPay,EmployerSuperSG,BankNetWageSerial,BankPAYGSerial,BankSuperSerial
PAY-20260508-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,08/05/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260508-EMP-GRACE-HIG,PAYG-PAY-20260508-EMP-GRACE-HIG,SUPER-PAY-20260508-EMP-GRACE-HIG
PAY-20260515-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,15/05/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260515-EMP-BEN-BUILDER,PAYG-PAY-20260515-EMP-BEN-BUILDER,SUPER-PAY-20260515-EMP-BEN-BUILDER
PAY-20260515-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,15/05/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260515-EMP-AMARA-ENGINEER,PAYG-PAY-20260515-EMP-AMARA-ENGINEER,SUPER-PAY-20260515-EMP-AMARA-ENGINEER
PAY-20260515-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,15/05/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260515-EMP-NINA-SALES,PAYG-PAY-20260515-EMP-NINA-SALES,SUPER-PAY-20260515-EMP-NINA-SALES
PAY-20260515-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,15/05/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260515-EMP-GRACE-HIG,PAYG-PAY-20260515-EMP-GRACE-HIG,SUPER-PAY-20260515-EMP-GRACE-HIG
PAY-20260522-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,22/05/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260522-EMP-BEN-BUILDER,PAYG-PAY-20260522-EMP-BEN-BUILDER,SUPER-PAY-20260522-EMP-BEN-BUILDER
PAY-20260522-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,22/05/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260522-EMP-AMARA-ENGINEER,PAYG-PAY-20260522-EMP-AMARA-ENGINEER,SUPER-PAY-20260522-EMP-AMARA-ENGINEER
PAY-20260522-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,22/05/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260522-EMP-NINA-SALES,PAYG-PAY-20260522-EMP-NINA-SALES,SUPER-PAY-20260522-EMP-NINA-SALES
PAY-20260522-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,22/05/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260522-EMP-GRACE-HIG,PAYG-PAY-20260522-EMP-GRACE-HIG,SUPER-PAY-20260522-EMP-GRACE-HIG
PAY-20260529-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,29/05/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260529-EMP-BEN-BUILDER,PAYG-PAY-20260529-EMP-BEN-BUILDER,SUPER-PAY-20260529-EMP-BEN-BUILDER
PAY-20260529-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,29/05/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260529-EMP-AMARA-ENGINEER,PAYG-PAY-20260529-EMP-AMARA-ENGINEER,SUPER-PAY-20260529-EMP-AMARA-ENGINEER
PAY-20260529-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,29/05/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260529-EMP-NINA-SALES,PAYG-PAY-20260529-EMP-NINA-SALES,SUPER-PAY-20260529-EMP-NINA-SALES
PAY-20260529-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,29/05/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260529-EMP-GRACE-HIG,PAYG-PAY-20260529-EMP-GRACE-HIG,SUPER-PAY-20260529-EMP-GRACE-HIG
PAY-20260605-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,05/06/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260605-EMP-BEN-BUILDER,PAYG-PAY-20260605-EMP-BEN-BUILDER,SUPER-PAY-20260605-EMP-BEN-BUILDER
PAY-20260605-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,05/06/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260605-EMP-AMARA-ENGINEER,PAYG-PAY-20260605-EMP-AMARA-ENGINEER,SUPER-PAY-20260605-EMP-AMARA-ENGINEER
PAY-20260605-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,05/06/2026,weekly,2271.90,550.00,1721.90,272.63,PAYNET-PAY-20260605-EMP-NINA-SALES,PAYG-PAY-20260605-EMP-NINA-SALES,SUPER-PAY-20260605-EMP-NINA-SALES
PAY-20260605-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,05/06/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260605-EMP-GRACE-HIG,PAYG-PAY-20260605-EMP-GRACE-HIG,SUPER-PAY-20260605-EMP-GRACE-HIG
PAY-20260612-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,12/06/2026,weekly,1191.10,204.00,987.10,140.65,PAYNET-PAY-20260612-EMP-BEN-BUILDER,PAYG-PAY-20260612-EMP-BEN-BUILDER,SUPER-PAY-20260612-EMP-BEN-BUILDER
PAY-20260612-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,12/06/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260612-EMP-AMARA-ENGINEER,PAYG-PAY-20260612-EMP-AMARA-ENGINEER,SUPER-PAY-20260612-EMP-AMARA-ENGINEER
PAY-20260612-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,12/06/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260612-EMP-NINA-SALES,PAYG-PAY-20260612-EMP-NINA-SALES,SUPER-PAY-20260612-EMP-NINA-SALES
PAY-20260612-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,12/06/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260612-EMP-GRACE-HIG,PAYG-PAY-20260612-EMP-GRACE-HIG,SUPER-PAY-20260612-EMP-GRACE-HIG
PAY-20260619-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,19/06/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260619-EMP-BEN-BUILDER,PAYG-PAY-20260619-EMP-BEN-BUILDER,SUPER-PAY-20260619-EMP-BEN-BUILDER
PAY-20260619-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,19/06/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260619-EMP-AMARA-ENGINEER,PAYG-PAY-20260619-EMP-AMARA-ENGINEER,SUPER-PAY-20260619-EMP-AMARA-ENGINEER
PAY-20260619-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,19/06/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260619-EMP-NINA-SALES,PAYG-PAY-20260619-EMP-NINA-SALES,SUPER-PAY-20260619-EMP-NINA-SALES
PAY-20260619-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,19/06/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260619-EMP-GRACE-HIG,PAYG-PAY-20260619-EMP-GRACE-HIG,SUPER-PAY-20260619-EMP-GRACE-HIG
PAY-20260626-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,26/06/2026,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20260626-EMP-BEN-BUILDER,PAYG-PAY-20260626-EMP-BEN-BUILDER,SUPER-PAY-20260626-EMP-BEN-BUILDER
PAY-20260626-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,26/06/2026,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20260626-EMP-AMARA-ENGINEER,PAYG-PAY-20260626-EMP-AMARA-ENGINEER,SUPER-PAY-20260626-EMP-AMARA-ENGINEER
PAY-20260626-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,26/06/2026,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20260626-EMP-NINA-SALES,PAYG-PAY-20260626-EMP-NINA-SALES,SUPER-PAY-20260626-EMP-NINA-SALES
PAY-20260626-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,26/06/2026,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20260626-EMP-GRACE-HIG,PAYG-PAY-20260626-EMP-GRACE-HIG,SUPER-PAY-20260626-EMP-GRACE-HIG
